Date,Open,High,Low,Close,Adj_Close,Volume
2019-12-11,11867.34961,11923.2002,11832.29981,11910.15039,11910.15039,997700
2019-12-12,11944.29981,12005.5,11934,11971.79981,11971.79981,752600
2019-12-13,12026.40039,12098.84961,12023.59961,12086.7002,12086.7002,597700
2019-12-16,12131.34961,12134.65039,12046.29981,12053.9502,12053.9502,437700
2019-12-17,12082.4502,12182.75,12070.34961,12165,12165,499600
2019-12-18,12197,12237.7002,12163.4502,12221.65039,12221.65039,518900
2019-12-19,12223.40039,12268.34961,12191.15039,12259.7002,12259.7002,623100
2019-12-20,12266.4502,12293.90039,12252.75,12271.79981,12271.79981,810700
2019-12-23,12235.4502,12287.15039,12213.25,12262.75,12262.75,604800
2019-12-24,12269.25,12283.7002,12202.09961,12214.54981,12214.54981,470300
2019-12-26,12211.84961,12221.54981,12118.84961,12126.54981,12126.54981,520300
2019-12-27,12172.90039,12258.4502,12157.90039,12245.79981,12245.79981,383800
2019-12-30,12274.90039,12286.4502,12213.79981,12255.84961,12255.84961,411100
2019-12-31,12247.09961,12247.09961,12151.79981,12168.4502,12168.4502,426900
2020-01-01,12202.15039,12222.2002,12165.29981,12182.5,12182.5,304100
2020-01-02,12198.54981,12289.90039,12195.25,12282.2002,12282.2002,407700
2020-01-03,12261.09961,12265.59961,12191.34961,12226.65039,12226.65039,428800
2020-01-06,12170.59961,12179.09961,11974.2002,11993.04981,11993.04981,396500
2020-01-07,12079.09961,12152.15039,12005.34961,12052.9502,12052.9502,447800
2020-01-08,11939.09961,12044.9502,11929.59961,12025.34961,12025.34961,446000
2020-01-09,12153.15039,12224.04981,12132.54981,12215.90039,12215.90039,477500
2020-01-10,12271,12311.2002,12213.2002,12256.79981,12256.79981,660600
2020-01-13,12296.7002,12337.75,12285.79981,12329.54981,12329.54981,501000
2020-01-14,12333.09961,12374.25,12308.7002,12362.29981,12362.29981,616300
2020-01-15,12349.40039,12355.15039,12278.75,12343.29981,12343.29981,684400
2020-01-16,12347.09961,12389.04981,12315.79981,12355.5,12355.5,395700
2020-01-17,12328.40039,12385.4502,12321.40039,12352.34961,12352.34961,502100
2020-01-20,12430.5,12430.5,12216.90039,12224.54981,12224.54981,491600
2020-01-21,12195.29981,12230.04981,12162.29981,12169.84961,12169.84961,400
2020-01-22,12218.34961,12225.04981,12087.90039,12106.90039,12106.90039,500
2020-01-23,12123.75,12189,12094.09961,12180.34961,12180.34961,867700
2020-01-24,12174.54981,12272.15039,12149.65039,12248.25,12248.25,593200
2020-01-27,12197.09961,12216.59961,12107,12119,12119,441200
2020-01-28,12148.09961,12163.54981,12024.5,12055.79981,12055.79981,478500
2020-01-29,12114.90039,12169.59961,12103.79981,12129.5,12129.5,514400
2020-01-30,12147.75,12150.29981,12010.59961,12035.79981,12035.79981,538100
2020-01-31,12100.40039,12103.54981,11945.84961,11962.09961,11962.09961,771300
2020-02-03,11627.4502,11749.84961,11614.5,11707.90039,11707.90039,669800
2020-02-04,11786.25,11986.15039,11783.40039,11979.65039,11979.65039,560400
2020-02-05,12005.84961,12098.15039,11953.34961,12089.15039,12089.15039,758000
2020-02-06,12120,12160.59961,12084.65039,12137.9502,12137.9502,565100
2020-02-07,12151.15039,12154.7002,12073.9502,12098.34961,12098.34961,473500
2020-02-10,12102.34961,12103.54981,11990.75,12031.5,12031.5,524700
2020-02-11,12108.40039,12172.29981,12099,12107.90039,12107.90039,480000
2020-02-12,12151,12231.75,12144.29981,12201.2002,12201.2002,411700
2020-02-13,12219.54981,12225.65039,12139.79981,12174.65039,12174.65039,501200
2020-02-14,12190.15039,12246.7002,12091.2002,12113.4502,12113.4502,622800
2020-02-17,12131.79981,12159.59961,12037,12045.79981,12045.79981,0
2020-02-18,12028.25,12030.75,11908.04981,11992.5,11992.5,676900
2020-02-19,12090.59961,12134.7002,12042.09961,12125.90039,12125.90039,513600
2020-02-20,12119,12152,12071.4502,12080.84961,12080.84961,502600
2020-02-24,12012.54981,12012.54981,11813.40039,11829.40039,11829.40039,490800
2020-02-25,11877.5,11883.04981,11779.90039,11797.90039,11797.90039,461000
2020-02-26,11738.54981,11783.25,11639.59961,11678.5,11678.5,567600
2020-02-27,11661.25,11663.84961,11536.7002,11633.29981,11633.29981,608600
2020-02-28,11382,11384.79981,11175.04981,11201.75,11201.75,809900
2020-03-02,11387.34961,11433,11036.25,11132.75,11132.75,680800
2020-03-03,11217.54981,11342.25,11152.54981,11303.29981,11303.29981,696500
2020-03-04,11351.34961,11356.59961,11082.15039,11251,11251,797700
2020-03-05,11306.04981,11389.5,11244.59961,11269,11269,1352500
2020-03-06,10942.65039,11035.09961,10827.40039,10989.4502,10989.4502,1811000
2020-03-09,10742.04981,10751.54981,10294.4502,10451.4502,10451.4502,1565500
2020-03-11,10334.29981,10545.09961,10334,10458.40039,10458.40039,1218500
2020-03-12,10039.9502,10040.75,9508,9590.150391,9590.150391,1343500
2020-03-13,9107.599609,10159.40039,8555.150391,9955.200195,9955.200195,1388000
2020-03-16,9587.799805,9602.200195,9165.099609,9197.400391,9197.400391,897700
2020-03-17,9285.400391,9403.799805,8915.599609,8967.049805,8967.049805,935600
2020-03-18,9088.450195,9127.549805,8407.049805,8468.799805,8468.799805,1516600
2020-03-19,8063.299805,8575.450195,7832.549805,8263.450195,8263.450195,925700
2020-03-20,8284.450195,8883,8178.200195,8745.450195,8745.450195,1071500
2020-03-23,7945.700195,8159.25,7583.600098,7610.25,7610.25,653500
2020-03-24,7848.299805,8036.950195,7511.100098,7801.049805,7801.049805,738400
2020-03-25,7735.149902,8376.75,7714.75,8317.849609,8317.849609,736900
2020-03-26,8451,8749.049805,8304.900391,8641.450195,8641.450195,865600
2020-03-27,8949.099609,9038.900391,8522.900391,8660.25,8660.25,801500
2020-03-30,8385.950195,8576,8244,8281.099609,8281.099609,593300
2020-03-31,8529.349609,8678.299805,8358,8597.75,8597.75,712700
2020-04-01,8584.099609,8588.099609,8198.349609,8253.799805,8253.799805,506300
2020-04-03,8356.549805,8356.549805,8055.799805,8083.799805,8083.799805,697000
2020-04-07,8446.299805,8819.400391,8360.950195,8792.200195,8792.200195,814200
2020-04-08,8688.900391,9131.700195,8653.900391,8748.75,8748.75,896500
2020-04-09,8973.049805,9128.349609,8904.549805,9111.900391,9111.900391,742100
2020-04-13,9103.950195,9112.049805,8912.400391,8993.849609,8993.849609,644000
2020-04-15,9196.400391,9261.200195,8874.099609,8925.299805,8925.299805,879100
2020-04-16,8851.25,9053.75,8821.900391,8992.799805,8992.799805,719400
2020-04-17,9323.450195,9324,9091.349609,9266.75,9266.75,684200
2020-04-20,9390.200195,9390.849609,9230.799805,9261.849609,9261.849609,726400
2020-04-21,9016.950195,9044.400391,8909.400391,8981.450195,8981.450195,655100
2020-04-22,9026.75,9209.75,8946.25,9187.299805,9187.299805,734400
2020-04-23,9232.349609,9343.599609,9170.150391,9313.900391,9313.900391,666700
2020-04-24,9163.900391,9296.900391,9141.299805,9154.400391,9154.400391,659400
2020-04-27,9259.700195,9377.099609,9250.349609,9282.299805,9282.299805,512800
2020-04-28,9389.799805,9404.400391,9260,9380.900391,9380.900391,614500
2020-04-29,9408.599609,9599.849609,9392.349609,9553.349609,9553.349609,653000
2020-04-30,9753.5,9889.049805,9731.5,9859.900391,9859.900391,931200
2020-05-04,9533.5,9533.5,9266.950195,9293.5,9293.5,687500
2020-05-05,9429.400391,9450.900391,9190.75,9205.599609,9205.599609,725200
2020-05-06,9226.799805,9346.900391,9116.5,9270.900391,9270.900391,722200
2020-05-07,9234.049805,9277.849609,9175.900391,9199.049805,9199.049805,708700
2020-05-08,9376.950195,9382.650391,9238.200195,9251.5,9251.5,609100
2020-05-11,9348.150391,9439.900391,9219.950195,9239.200195,9239.200195,704600
2020-05-12,9168.849609,9240.849609,9043.950195,9196.549805,9196.549805,805500
2020-05-13,9584.200195,9584.5,9351.099609,9383.549805,9383.549805,846400
2020-05-14,9213.950195,9281.099609,9119.75,9142.75,9142.75,602600
2020-05-15,9182.400391,9182.400391,9050,9136.849609,9136.849609,575900
2020-05-18,9158.299805,9158.299805,8806.75,8823.25,8823.25,773000
2020-05-19,8961.700195,9030.349609,8855.299805,8879.099609,8879.099609,762200
2020-05-20,8889.150391,9093.799805,8875.349609,9066.549805,9066.549805,622300
2020-05-21,9079.450195,9178.549805,9056.099609,9106.25,9106.25,631500
2020-05-22,9067.900391,9149.599609,8968.549805,9039.25,9039.25,675800
2020-05-26,9099.75,9161.650391,8996.650391,9029.049805,9029.049805,655000
2020-05-27,9082.200195,9334,9004.25,9314.950195,9314.950195,763500
2020-05-28,9364.950195,9511.25,9336.5,9490.099609,9490.099609,837900
2020-05-29,9422.200195,9598.849609,9376.900391,9580.299805,9580.299805,967000
2020-06-01,9726.849609,9931.599609,9706.950195,9826.150391,9826.150391,794200
2020-06-02,9880.849609,9995.599609,9824.049805,9979.099609,9979.099609,770200
2020-06-03,10108.29981,10176.2002,10035.54981,10061.54981,10061.54981,794700
2020-06-04,10054.25,10123.84961,9944.25,10029.09961,10029.09961,775100
2020-06-05,10093.79981,10177.79981,10040.75,10142.15039,10142.15039,987100
2020-06-08,10326.75,10328.5,10120.25,10167.4502,10167.4502,936500
2020-06-09,10181.15039,10291.15039,10021.4502,10046.65039,10046.65039,754200
2020-06-10,10072.59961,10148.75,10036.84961,10116.15039,10116.15039,632400
2020-06-11,10094.09961,10112.04981,9885.049805,9902,9902,715500
2020-06-12,9544.950195,9996.049805,9544.349609,9972.900391,9972.900391,796300
2020-06-15,9919.349609,9943.349609,9726.349609,9813.700195,9813.700195,716100
2020-06-16,10014.79981,10046.15039,9728.5,9914,9914,899900
2020-06-17,9876.700195,10003.59961,9833.799805,9881.150391,9881.150391,685400
2020-06-18,9863.25,10111.2002,9845.049805,10091.65039,10091.65039,622900
2020-06-19,10119,10272.40039,10072.65039,10244.40039,10244.40039,892100
2020-06-22,10318.75,10393.65039,10277.59961,10311.2002,10311.2002,685400
2020-06-23,10347.9502,10484.7002,10301.75,10471,10471,669200
2020-06-24,10529.25,10553.15039,10281.9502,10305.29981,10305.29981,854800
2020-06-25,10235.54981,10361.79981,10194.5,10288.90039,10288.90039,994200
2020-06-26,10378.90039,10409.84961,10311.25,10383,10383,671900
2020-06-29,10311.9502,10337.9502,10223.59961,10312.40039,10312.40039,574500
2020-06-30,10382.59961,10401.04981,10267.34961,10302.09961,10302.09961,556200
2020-07-01,10323.79981,10447.04981,10299.59961,10430.04981,10430.04981,573600
2020-07-02,10493.04981,10598.2002,10485.54981,10551.7002,10551.7002,597400
2020-07-03,10614.9502,10631.29981,10562.65039,10607.34961,10607.34961,525200
2020-07-06,10723.84961,10811.40039,10695.09961,10763.65039,10763.65039,571200
2020-07-07,10802.84961,10813.79981,10689.7002,10799.65039,10799.65039,636800
2020-07-08,10818.65039,10847.84961,10676.54981,10705.75,10705.75,767900
2020-07-09,10755.54981,10836.84961,10733,10813.4502,10813.4502,618700
2020-07-10,10764.09961,10819.40039,10713,10768.04981,10768.04981,590700
2020-07-13,10851.84961,10894.04981,10756.04981,10802.7002,10802.7002,554100
2020-07-14,10750.84961,10755.65039,10562.90039,10607.34961,10607.34961,532400
2020-07-15,10701,10827.4502,10577.75,10618.2002,10618.2002,715900
2020-07-16,10706.2002,10755.29981,10595.2002,10739.9502,10739.9502,694400
2020-07-17,10752,10933.4502,10749.65039,10901.7002,10901.7002,676900
2020-07-20,10999.4502,11037.90039,10953,11022.2002,11022.2002,554300
2020-07-21,11126.09961,11179.54981,11113.25,11162.25,11162.25,772000
2020-07-22,11231.2002,11238.09961,11056.54981,11132.59961,11132.59961,765100
2020-07-23,11135,11239.79981,11103.15039,11215.4502,11215.4502,621600
2020-07-24,11149.9502,11225.40039,11090.29981,11194.15039,11194.15039,678900
2020-07-27,11225,11225,11087.84961,11131.79981,11131.79981,588100
2020-07-28,11154.09961,11317.75,11151.40039,11300.54981,11300.54981,683900
2020-07-29,11276.90039,11341.40039,11149.75,11202.84961,11202.84961,600700
2020-07-30,11254.29981,11299.9502,11084.9502,11102.15039,11102.15039,677800
2020-07-31,11139.5,11150.40039,11026.65039,11073.4502,11073.4502,642600
2020-08-03,11057.54981,11058.04981,10882.25,10891.59961,10891.59961,680900
2020-08-04,10946.65039,11112.25,10908.09961,11095.25,11095.25,625700
2020-08-05,11155.75,11225.65039,11064.04981,11101.65039,11101.65039,667600
2020-08-06,11185.7002,11256.79981,11127.29981,11200.15039,11200.15039,600400
2020-08-07,11186.65039,11231.90039,11142.04981,11214.04981,11214.04981,452600
2020-08-10,11270.25,11337.29981,11238,11270.15039,11270.15039,492000
2020-08-11,11322.25,11373.59961,11299.15039,11322.5,11322.5,586100
2020-08-12,11289,11322,11242.65039,11308.40039,11308.40039,609900
2020-08-13,11334.84961,11359.29981,11269.9502,11300.4502,11300.4502,562400
2020-08-14,11353.29981,11366.25,11111.4502,11178.40039,11178.40039,645100
2020-08-17,11248.90039,11267.09961,11144.5,11247.09961,11247.09961,634000
2020-08-18,11259.79981,11401.7002,11253.15039,11385.34961,11385.34961,579200
2020-08-19,11452.15039,11460.34961,11394.09961,11408.40039,11408.40039,626200
2020-08-20,11317.4502,11361.4502,11289.79981,11312.2002,11312.2002,791600
2020-08-21,11409.65039,11418.5,11362.2002,11371.59961,11371.59961,668700
2020-08-24,11412,11497.25,11410.65039,11466.4502,11466.4502,532900
2020-08-25,11513.09961,11525.90039,11423.34961,11472.25,11472.25,638200
2020-08-26,11512.84961,11561.75,11461.84961,11549.59961,11549.59961,743400
2020-08-27,11609.29981,11617.34961,11540.59961,11559.25,11559.25,719800
2020-08-28,11602.9502,11686.04981,11589.40039,11647.59961,11647.59961,807000
2020-08-31,11777.54981,11794.25,11325.84961,11387.5,11387.5,1371800
2020-09-01,11464.29981,11553.54981,11366.90039,11470.25,11470.25,783800
2020-09-02,11478.54981,11554.75,11430.40039,11535,11535,593500
2020-09-03,11566.2002,11584.9502,11507.65039,11527.4502,11527.4502,607100
2020-09-04,11354.40039,11452.04981,11303.65039,11333.84961,11333.84961,681300
2020-09-07,11359.59961,11381.15039,11251.7002,11355.04981,11355.04981,560300
2020-09-08,11378.54981,11437.25,11290.4502,11317.34961,11317.34961,572200
2020-09-09,11218.59961,11298.15039,11185.15039,11278,11278,728900
2020-09-10,11363.29981,11464.04981,11327.40039,11449.25,11449.25,679400
2020-09-11,11447.79981,11493.5,11419.90039,11464.4502,11464.4502,554800
2020-09-14,11540.15039,11568.90039,11383.54981,11440.04981,11440.04981,642300
2020-09-15,11487.2002,11535.9502,11442.25,11521.79981,11521.79981,506700
2020-09-16,11538.4502,11618.09961,11516.75,11604.54981,11604.54981,527800
2020-09-17,11539.40039,11587.2002,11498.5,11516.09961,11516.09961,0
2020-09-18,11584.09961,11584.09961,11446.09961,11504.9502,11504.9502,764200
2020-09-21,11503.79981,11535.25,11218.5,11250.54981,11250.54981,602900
2020-09-22,11301.75,11302.2002,11084.65039,11153.65039,11153.65039,672200
2020-09-23,11258.75,11259.54981,11024.40039,11131.84961,11131.84961,714900
2020-09-24,11011,11015.29981,10790.2002,10805.54981,10805.54981,706100
2020-09-25,10910.40039,11072.59961,10854.84961,11050.25,11050.25,559600
2020-09-28,11140.84961,11239.34961,11099.84961,11227.54981,11227.54981,472800
2020-09-29,11288.59961,11305.40039,11181,11222.40039,11222.40039,498300
2020-09-30,11244.4502,11295.40039,11184.54981,11247.54981,11247.54981,499300
2020-10-01,11364.4502,11428.59961,11347.04981,11416.9502,11416.9502,447700
2020-10-05,11487.79981,11578.04981,11452.29981,11503.34961,11503.34961,530600
2020-10-06,11603.4502,11680.29981,11564.29981,11662.40039,11662.40039,561400
2020-10-07,11679.25,11763.04981,11629.34961,11738.84961,11738.84961,513400
2020-10-08,11835.40039,11905.7002,11791.15039,11834.59961,11834.59961,608800
2020-10-09,11852.04981,11938.59961,11805.2002,11914.2002,11914.2002,611100
2020-10-12,11973.54981,12022.04981,11867.2002,11930.9502,11930.9502,522600
2020-10-13,11934.65039,11988.2002,11888.90039,11934.5,11934.5,458300
2020-10-14,11917.40039,11997.2002,11822.15039,11971.04981,11971.04981,569200
2020-10-15,12023.4502,12025.4502,11661.29981,11680.34961,11680.34961,608900
2020-10-16,11727.40039,11789.75,11667.84961,11762.4502,11762.4502,555800
2020-10-19,11879.2002,11898.25,11820.40039,11873.04981,11873.04981,541400
2020-10-20,11861,11949.25,11837.25,11896.79981,11896.79981,453600
2020-10-21,11958.54981,12018.65039,11775.75,11937.65039,11937.65039,623700
2020-10-22,11890,11939.54981,11823.4502,11896.4502,11896.4502,544900
2020-10-23,11957.90039,11974.54981,11908.75,11930.34961,11930.34961,502300
2020-10-26,11937.40039,11942.84961,11711.7002,11767.75,11767.75,519800
2020-10-27,11807.09961,11899.04981,11723,11889.40039,11889.40039,616300
2020-10-28,11922.59961,11929.40039,11684.84961,11729.59961,11729.59961,704000
2020-10-29,11633.29981,11744.15039,11606.4502,11670.79981,11670.79981,555000
2020-10-30,11678.4502,11748.9502,11535.4502,11642.40039,11642.40039,553700
2020-11-02,11697.34961,11725.65039,11557.40039,11669.15039,11669.15039,568400
2020-11-03,11734.4502,11836.2002,11723.29981,11813.5,11813.5,674300
2020-11-04,11783.34961,11929.65039,11756.40039,11908.5,11908.5,667300
2020-11-05,12062.40039,12131.09961,12027.59961,12120.29981,12120.29981,632500
2020-11-06,12156.65039,12280.40039,12131.84961,12263.54981,12263.54981,576800
2020-11-09,12399.40039,12474.04981,12367.34961,12461.04981,12461.04981,553400
2020-11-10,12556.40039,12643.90039,12475.25,12631.09961,12631.09961,847500
2020-11-11,12680.59961,12769.75,12571.09961,12749.15039,12749.15039,880500
2020-11-12,12702.15039,12741.15039,12624.84961,12690.79981,12690.79981,622000
2020-11-13,12659.7002,12735.9502,12607.7002,12719.9502,12719.9502,513900
2020-11-14,null,null,null,null,null,null
2020-11-17,12932.5,12934.04981,12797.09961,12874.2002,12874.2002,707700
2020-11-18,12860.09961,12948.84961,12819.34961,12938.25,12938.25,731300
2020-11-19,12839.5,12963,12745.75,12771.7002,12771.7002,768800
2020-11-20,12813.40039,12892.4502,12730.25,12859.04981,12859.04981,664000
2020-11-23,12960.29981,12968.84961,12825.7002,12926.4502,12926.4502,633100
2020-11-24,13002.59961,13079.09961,12978,13055.15039,13055.15039,571900
2020-11-25,13130,13145.84961,12833.65039,12858.40039,12858.40039,679000
2020-11-26,12906.4502,13018,12790.40039,12987,12987,549800
2020-11-27,13012.04981,13035.29981,12914.29981,12968.9502,12968.9502,1162400
2020-12-01,13062.2002,13128.40039,12962.79981,13109.04981,13109.04981,583600
2020-12-02,13121.40039,13128.5,12983.54981,13113.75,13113.75,717700
2020-12-03,13215.29981,13216.59961,13107.90039,13133.90039,13133.90039,713700
2020-12-04,13177.40039,13280.04981,13152.84961,13258.54981,13258.54981,640500
2020-12-07,13264.84961,13366.65039,13241.9502,13355.75,13355.75,591700
2020-12-08,13393.84961,13435.4502,13311.04981,13392.9502,13392.9502,543200
2020-12-09,13458.09961,13548.90039,13449.59961,13529.09961,13529.09961,502600
2020-12-10,13488.5,13503.54981,13399.29981,13478.29981,13478.29981,553400
2020-12-11,13512.29981,13579.34961,13402.84961,13513.84961,13513.84961,787700
2020-12-14,13571.4502,13597.5,13472.4502,13558.15039,13558.15039,558400
2020-12-15,13547.2002,13589.65039,13447.04981,13567.84961,13567.84961,497600
2020-12-16,13663.09961,13692.34961,13606.4502,13682.7002,13682.7002,462200
2020-12-17,13713.54981,13773.25,13673.54981,13740.7002,13740.7002,416000
2020-12-18,13764.40039,13772.84961,13658.59961,13760.54981,13760.54981,519400
2020-12-21,13741.90039,13777.5,13131.4502,13328.40039,13328.40039,687300
2020-12-22,13373.65039,13492.04981,13192.90039,13466.29981,13466.29981,696200
2020-12-23,13473.5,13619.4502,13432.2002,13601.09961,13601.09961,458700
2020-12-24,13672.15039,13771.75,13626.90039,13749.25,13749.25,471400
2020-12-28,13815.15039,13885.29981,13811.54981,13873.2002,13873.2002,403600
2020-12-29,13910.34961,13967.59961,13859.90039,13932.59961,13932.59961,439600
2020-12-30,13980.90039,13997,13864.9502,13981.9502,13981.9502,380700
2020-12-31,13970,14024.84961,13936.4502,13981.75,13981.75,452400
2021-01-01,13996.09961,14049.84961,13991.34961,14018.5,14018.5,358100
2021-01-04,14104.34961,14147.9502,13953.75,14132.90039,14132.90039,495000
2021-01-05,14075.15039,14215.59961,14048.15039,14199.5,14199.5,492500
2021-01-06,14240.9502,14244.15039,14039.90039,14146.25,14146.25,632300
2021-01-07,14253.75,14256.25,14123.09961,14137.34961,14137.34961,559200
2021-01-08,14258.40039,14367.29981,14221.65039,14347.25,14347.25,613500
2021-01-11,14474.04981,14498.2002,14383.09961,14484.75,14484.75,672900
2021-01-12,14473.79981,14590.65039,14432.84961,14563.4502,14563.4502,929600
2021-01-13,14639.79981,14653.34961,14435.7002,14564.84961,14564.84961,874000
2021-01-14,14550.04981,14617.79981,14471.5,14595.59961,14595.59961,620200
2021-01-15,14594.34961,14617.4502,14357.84961,14433.7002,14433.7002,789600
2021-01-18,14453.29981,14459.15039,14222.79981,14281.29981,14281.29981,762000
2021-01-19,14371.65039,14546.04981,14350.84961,14521.15039,14521.15039,546100
2021-01-20,14538.29981,14666.4502,14517.54981,14644.7002,14644.7002,623100
2021-01-21,14730.9502,14753.54981,14517.25,14590.34961,14590.34961,704600
2021-01-22,14583.40039,14619.90039,14357.75,14371.90039,14371.90039,776800
2021-01-25,14477.79981,14491.09961,14218.59961,14238.90039,14238.90039,618600
2021-01-27,14237.9502,14237.9502,13929.29981,13967.5,13967.5,660700
2021-01-28,13810.40039,13898.25,13713.25,13817.54981,13817.54981,637900
2021-01-29,13946.59961,13966.84961,13596.75,13634.59961,13634.59961,753200
2021-02-01,13758.59961,14336.34961,13661.75,14281.2002,14281.2002,870500
2021-02-02,14481.09961,14731.7002,14469.15039,14647.84961,14647.84961,915000
2021-02-03,14754.90039,14868.84961,14574.15039,14789.9502,14789.9502,869500
2021-02-04,14789.04981,14913.7002,14714.75,14895.65039,14895.65039,884700
2021-02-05,14952.59961,15014.65039,14864.75,14924.25,14924.25,935600
2021-02-08,15064.29981,15159.90039,15041.04981,15115.79981,15115.79981,671200
2021-02-09,15164.15039,15257.09961,15064.29981,15109.29981,15109.29981,713300
2021-02-10,15119.04981,15168.25,14977.2002,15106.5,15106.5,624800
2021-02-11,15073.25,15188.5,15065.40039,15173.29981,15173.29981,500100
2021-02-12,15186.2002,15243.5,15081,15163.29981,15163.29981,571800
2021-02-15,15270.29981,15340.15039,15243.40039,15314.7002,15314.7002,456000
2021-02-16,15371.4502,15431.75,15242.2002,15313.4502,15313.4502,648500
2021-02-17,15279.90039,15314.29981,15170.75,15208.90039,15208.90039,504800
2021-02-18,15238.7002,15250.75,15078.04981,15118.9502,15118.9502,770600
2021-02-19,15074.79981,15144.04981,14898.2002,14981.75,14981.75,712200
2021-02-22,14999.04981,15010.09961,14635.04981,14675.7002,14675.7002,609900
2021-02-23,14782.25,14854.5,14651.84961,14707.79981,14707.79981,744100
2021-02-24,14729.15039,15008.79981,14504.5,14982,14982,403800
2021-02-25,15079.84961,15176.5,15065.34961,15097.34961,15097.34961,803900
2021-02-26,14888.59961,14919.4502,14467.75,14529.15039,14529.15039,1103600
2021-03-01,14702.5,14806.79981,14638.54981,14761.54981,14761.54981,507300
2021-03-02,14865.29981,14959.09961,14760.79981,14919.09961,14919.09961,621700
2021-03-03,15064.40039,15273.15039,14995.79981,15245.59961,15245.59961,544200
2021-03-04,15026.75,15202.34961,14980.2002,15080.75,15080.75,534900
2021-03-05,14977.9502,15092.34961,14862.09961,14938.09961,14938.09961,640700
2021-03-08,15002.4502,15111.15039,14919.90039,14956.2002,14956.2002,0
2021-03-09,15049.90039,15126.84961,14925.4502,15098.40039,15098.40039,675300
2021-03-10,15202.15039,15218.4502,15100.84961,15174.79981,15174.79981,404600
2021-03-12,15321.15039,15336.29981,14953.59961,15030.9502,15030.9502,493200
2021-03-15,15048.40039,15048.40039,14745.84961,14929.5,14929.5,467500
2021-03-16,14996.09961,15051.59961,14890.65039,14910.4502,14910.4502,100
2021-03-17,14946.54981,14956.54981,14696.04981,14721.29981,14721.29981,100
2021-03-18,14855.5,14875.2002,14478.59961,14557.84961,14557.84961,542200
2021-03-19,14471.15039,14788.25,14350.09961,14744,14744,919200
2021-03-22,14736.29981,14763.90039,14597.84961,14736.40039,14736.40039,459000
2021-03-23,14768.54981,14878.59961,14707,14814.75,14814.75,474200
2021-03-24,14712.4502,14752.34961,14535,14549.40039,14549.40039,456400
2021-03-25,14570.90039,14575.59961,14264.40039,14324.90039,14324.90039,606800
2021-03-26,14506.29981,14572.90039,14414.25,14507.29981,14507.29981,481000
2021-03-30,14628.5,14876.29981,14617.59961,14845.09961,14845.09961,594500
2021-03-31,14811.84961,14813.75,14670.25,14690.7002,14690.7002,463900
2021-04-01,14798.40039,14883.2002,14692.4502,14867.34961,14867.34961,445000
2021-04-05,14837.7002,14849.84961,14459.5,14637.79981,14637.79981,509700
2021-04-06,14737,14779.09961,14573.90039,14683.5,14683.5,475300
2021-04-07,14716.4502,14879.79981,14649.84961,14819.04981,14819.04981,0
2021-04-08,14875.65039,14984.15039,14821.09961,14873.79981,14873.79981,514800
2021-04-09,14882.65039,14918.4502,14785.65039,14834.84961,14834.84961,504100
2021-04-12,14644.65039,14652.5,14248.7002,14310.79981,14310.79981,650200
2021-04-13,14364.90039,14528.90039,14274.90039,14504.79981,14504.79981,605100
2021-04-15,14522.40039,14597.54981,14353.2002,14581.4502,14581.4502,568000
2021-04-16,14599.59961,14697.7002,14559,14617.84961,14617.84961,577200
2021-04-19,14306.59961,14382.29981,14191.40039,14359.4502,14359.4502,512300
2021-04-20,14526.7002,14526.9502,14207.29981,14296.40039,14296.40039,467400
2021-04-22,14219.15039,14424.75,14151.40039,14406.15039,14406.15039,524600
2021-04-23,14326.34961,14461.15039,14273.29981,14341.34961,14341.34961,498100
2021-04-26,14449.4502,14557.5,14421.29981,14485,14485,452700
2021-04-27,14493.79981,14667.54981,14484.84961,14653.04981,14653.04981,451800
2021-04-28,14710.5,14890.25,14694.9502,14864.54981,14864.54981,457000
2021-04-29,14979,15044.34961,14814.4502,14894.90039,14894.90039,517500
2021-04-30,14747.34961,14855.4502,14601.7002,14631.09961,14631.09961,613900
2021-05-03,14481.04981,14673.84961,14416.25,14634.15039,14634.15039,448900
2021-05-04,14687.25,14723.40039,14461.5,14496.5,14496.5,503400
2021-05-05,14604.15039,14637.90039,14506.59961,14617.84961,14617.84961,455900
2021-05-06,14668.34961,14743.90039,14611.5,14724.79981,14724.79981,467800
2021-05-07,14816.84961,14863.04981,14765.5,14823.15039,14823.15039,488000
2021-05-10,14928.25,14966.90039,14892.5,14942.34961,14942.34961,522000
2021-05-11,14789.7002,14900,14771.40039,14850.75,14850.75,647400
2021-05-12,14823.54981,14824.04981,14649.7002,14696.5,14696.5,643800
2021-05-14,14749.40039,14749.65039,14591.90039,14677.79981,14677.79981,620700
2021-05-17,14756.25,14938,14725.34961,14923.15039,14923.15039,546400
2021-05-18,15067.2002,15137.25,15043.7002,15108.09961,15108.09961,583900
2021-05-19,15058.59961,15133.40039,15008.84961,15030.15039,15030.15039,569100
2021-05-20,15042.59961,15069.79981,14884.90039,14906.04981,14906.04981,480300
2021-05-21,14987.79981,15190,14985.84961,15175.29981,15175.29981,572900
2021-05-24,15211.34961,15256.25,15145.4502,15197.7002,15197.7002,579800
2021-05-25,15291.75,15293.84961,15163.40039,15208.4502,15208.4502,441500
2021-05-26,15257.04981,15319.90039,15194.9502,15301.4502,15301.4502,384000
